Timestep,Auditory_Position,Visual_Position,Causal_Structure,Boundary_Std,Common_Source_Position,Prob_Common,Noise_Std,Signal_Noise_Std,Initial_Bound_Std,Azimuth_Min,Azimuth_Max,Starting_Position
5964,29.541824638955337,26.107257511622493,false,2.0,28.044549848430847,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5965,25.911418431772628,26.81905674586552,false,2.0,26.223849409964025,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5966,29.93559271026112,29.36390934051613,true,2.0,29.631916908873887,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5967,27.495128456949008,28.456385746617446,false,2.0,28.611844853125383,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5968,27.585000541674525,25.951152701692433,true,2.0,27.246355797387107,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5969,27.076833244937344,26.333056029256593,true,2.0,27.011349807743706,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5970,28.00158373512686,27.797992359366813,true,2.0,27.616921722997077,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5971,24.60801261314731,29.240131237576115,false,2.0,26.4377295529646,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5972,21.656694488690302,25.198167673248648,false,2.0,25.712622435679112,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5973,24.85422085296723,27.26119931689064,false,2.0,27.372887202886897,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5974,22.620617511814537,26.782954751399622,false,2.0,24.58125584041524,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5975,24.234712966673012,23.91414415531455,true,2.0,24.463621756694238,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5976,20.798389846414373,25.530949610147164,false,2.0,25.3018181187596,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5977,24.789066808652166,23.51091067726219,false,2.0,23.713118221311557,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5978,27.090165557710023,26.334315951088833,true,2.0,26.72523366708449,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5979,25.70501566038237,23.301278735362366,false,2.0,26.556691798856463,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5980,23.83723521986692,26.716735125613702,false,2.0,26.286637931684066,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5981,26.303727853952513,25.629996581418137,true,2.0,26.206113176630314,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5982,28.573904382925424,29.640124775984685,true,2.0,28.928275208866946,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5983,28.34248365005085,27.898594325345336,true,2.0,28.225343701215216,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5984,28.236360741390364,23.2524778086043,false,2.0,27.311746154817946,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5985,28.42230167740429,30.044588660526998,false,2.0,29.775728883468954,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5986,27.72946832113169,28.925627296064313,true,2.0,28.261708479631377,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5987,27.598912763205696,28.76321441299948,false,2.0,29.967624564959344,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5988,23.057557990920625,29.225306670206823,false,2.0,26.837491173583153,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5989,30.159605849144093,28.698140114299754,false,2.0,29.928010373866837,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5990,28.70261868675437,25.474641739669444,false,2.0,28.932066333710264,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5991,29.118287637455825,26.520698962744717,false,2.0,28.044908506020615,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5992,26.323041378794887,29.81775194532121,false,2.0,26.966754468544263,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5993,21.523808265060453,21.78626726978412,true,2.0,21.420947398660083,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5994,19.675497320882112,23.029831610280844,false,2.0,20.278265778866153,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5995,21.48863413913168,21.85840783687446,true,2.0,21.24300631257332,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5996,19.90324194434643,22.908186196856864,false,2.0,18.914771510782014,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5997,15.033504605244328,16.642110426124447,false,2.0,17.474599116549253,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5998,15.919454382591397,11.57019122143314,false,2.0,16.35684671637055,0.3,2.0,0.5,1.0,-30.0,30.0,shared
5999,13.23558900091777,18.112980492193614,false,2.0,18.68535609102771,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6000,25.25175800543703,16.956726466687112,false,6.0,17.288285662732342,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6001,15.61866211870999,15.744364567024231,true,6.0,15.916425519246003,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6002,25.35108456535874,15.06810033435118,false,6.0,16.287404750574044,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6003,9.309144339472553,17.816156130061323,false,6.0,15.563113170998207,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6004,19.030656733722843,5.347513226861668,false,6.0,15.807476093130566,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6005,17.95233729074288,15.44357754768346,false,6.0,14.927955686492318,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6006,8.208776962250004,15.975035135227051,false,6.0,15.024811767659157,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6007,18.918954599279736,19.143907913168455,true,6.0,18.770026478177368,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6008,15.155459873375689,13.797878626147345,false,6.0,19.791350129889604,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6009,20.471519742459225,21.825414433450348,false,6.0,18.3519144927265,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6010,14.085793258790638,29.972976364017182,false,6.0,20.090056614198513,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6011,20.4012444275138,8.270549587408624,false,6.0,19.00074791323175,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6012,16.61186936654584,1.012257582637903,false,6.0,20.6298308030076,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6013,11.211758647005398,28.972282498921622,false,6.0,22.540796635569205,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6014,21.715656407773633,21.40602011982471,true,6.0,21.94479999387722,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6015,26.074980514664126,27.997420060726707,false,6.0,23.285415128198892,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6016,19.95875173693381,15.020428412117157,false,6.0,21.38390879333379,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6017,18.553234368960695,18.378860964869762,true,6.0,18.41022594522854,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6018,21.059206930697865,19.97212412562152,true,6.0,20.82517638292235,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6019,19.34638753730936,17.826411057474406,false,6.0,21.382941613137174,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6020,18.51804837454,4.365797811543081,false,6.0,16.576555145325578,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6021,14.82787819217355,15.099048017182046,true,6.0,15.14034275458035,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6022,16.055744553015057,21.913977242705748,false,6.0,15.746476262459936,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6023,10.181697311429279,7.309172133966307,false,6.0,15.16970165427501,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6024,5.83448855856534,18.63241376587065,false,6.0,16.309514211534186,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6025,15.752130582902787,12.784448168509753,false,6.0,17.2552989113865,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6026,17.97851033184576,16.984079871672012,true,6.0,17.508174578573723,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6027,11.294005920410395,20.788780894388978,false,6.0,16.512156107807886,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6028,17.1426176641111,16.587167140288017,false,6.0,18.536597650550085,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6029,25.25049333231887,19.219269894705377,false,6.0,16.991183752520854,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6030,14.191600300926305,9.93391768893356,false,6.0,17.374341990665034,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6031,11.51543243533904,22.984642169877134,false,6.0,15.75738619236782,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6032,13.670590423278162,13.454257468137092,true,6.0,13.623009787724579,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6033,17.035785211702432,16.490273316191974,true,6.0,17.019003402225145,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6034,12.314677513471247,17.516941148127657,false,6.0,16.987637826883184,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6035,16.516390786380484,17.00898179944111,true,6.0,17.118678017092574,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6036,20.941734527534823,15.051915707460902,false,6.0,16.223887344614802,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6037,16.224595784061204,17.452892815109116,true,6.0,16.3776028056495,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6038,14.421885639051583,14.891713052715895,true,6.0,14.936681641036493,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6039,15.792300834153718,17.266715205346195,false,6.0,14.84644249637553,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6040,7.705230246755026,7.886268738079953,false,6.0,15.570121729097457,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6041,10.898250876298842,13.910545824704899,false,6.0,14.970596216950591,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6042,21.07613972993638,17.07764284448861,false,6.0,14.33754049991569,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6043,7.391175526112844,14.326938902367408,false,6.0,14.71448100496748,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6044,13.431926153317132,12.847576481166335,true,6.0,13.506349314259099,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6045,12.378572033671434,12.644730179159126,true,6.0,11.995701780726694,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6046,12.151074745277173,0.6107359041731273,false,6.0,11.633161672303302,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6047,15.29347677101352,14.657496885707719,true,6.0,15.00294074639153,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6048,17.409742002938962,3.3037843887225664,false,6.0,16.771980929021165,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6049,6.370561407064163,24.451427283555184,false,6.0,16.455876055355017,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6050,15.084281150272174,29.77756478584627,false,6.0,18.280516070344163,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6051,19.7987254672277,19.451614894180636,true,6.0,19.32011321502707,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6052,9.17667715551226,23.862190794401947,false,6.0,17.52176063342295,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6053,25.66353920580616,15.147928863274073,false,6.0,18.737400100378544,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6054,18.081119142311085,22.85897764328909,false,6.0,20.5247893222723,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6055,4.18407425757334,21.52956764548497,false,6.0,18.297594495888625,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6056,19.64650972474913,19.819789565391222,true,6.0,19.974748900946945,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6057,22.834929150934826,2.49055429817915,false,6.0,22.31877516586074,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6058,16.598382739681153,21.99918734695888,false,6.0,23.5645847800843,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6059,23.086140573992715,23.033619156685678,true,6.0,22.944224823263497,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6060,11.213123315618375,27.630369448048164,false,6.0,21.39942342072425,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6061,22.60267967213703,22.080867763267847,true,6.0,22.783984836837185,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6062,24.06579046709533,24.069036653877426,true,6.0,24.23907804932928,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6063,27.493952779023566,27.810208456001334,false,6.0,23.246432853486517,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6064,22.497122921828158,26.681369486869865,false,6.0,23.196559613757966,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6065,28.12797422254305,28.974481348582156,false,6.0,22.440902146947618,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6066,25.22675129668978,27.73770295516066,false,6.0,21.83704620006535,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6067,18.912501944371066,19.92990341802956,true,6.0,19.401493885613828,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6068,18.55487025261426,18.482206645813296,true,6.0,18.40815084001394,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6069,16.926649075794526,16.476857317225406,true,6.0,16.704689944399664,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6070,2.075355466858891,8.39806399596897,false,6.0,15.852937179804485,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6071,20.6202203212924,26.49152083815102,false,6.0,16.376128304436595,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6072,10.24549391850002,9.54556656742519,true,6.0,9.51431069079058,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6073,4.041103236943184,17.68574604297946,false,6.0,9.604920026996393,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6074,5.227941737723491,5.529661543495299,false,6.0,6.967373148842482,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6075,1.1425606810942432,7.539362625302149,false,6.0,3.6616160527991886,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6076,14.891500100607818,4.143040912210901,false,6.0,4.266212002505648,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6077,5.738822379688819,3.808551595589765,false,6.0,5.277353728619227,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6078,17.930273761058565,8.840140306641892,false,6.0,6.259299964111506,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6079,-2.5843531733156633,-1.1845440831121858,false,6.0,4.5688877537161705,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6080,14.337413567126518,7.393657740352943,false,6.0,7.310851091684058,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6081,17.45809477265602,8.561278540182807,false,6.0,8.346781224008193,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6082,-0.7793699786468613,8.431893229096136,false,6.0,6.515039532889956,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6083,7.10333069329623,5.801914504839968,true,6.0,6.748910739853837,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6084,-6.026214203519037,15.376541608364548,false,6.0,6.745135172927121,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6085,4.869382245649054,5.322917136235723,true,6.0,4.9360527260052764,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6086,2.919131831582921,3.2553535816726082,true,6.0,2.56151623575013,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6087,4.906377316709668,5.057200410561615,true,6.0,5.419923329586551,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6088,1.1143859422510236,0.9476702817047321,true,6.0,1.2246299855015392,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6089,1.2066548798955914,0.42689271885681435,true,6.0,0.2612951570247398,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6090,-8.192247495120904,3.3314483566705304,false,6.0,2.9310707822648285,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6091,5.429442219964499,5.219974812502766,true,6.0,5.19464506335399,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6092,13.13352344887248,13.85042776301047,true,6.0,13.725083954486124,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6093,16.29717400537214,16.558109064843116,false,6.0,15.144793306249115,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6094,21.619060262164176,14.825976987816528,false,6.0,14.195645470102765,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6095,13.825076628445231,12.70757678629067,true,6.0,13.206751273763553,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6096,11.619915245777092,11.543390401499149,false,6.0,12.12757398448437,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6097,11.988958315604778,12.14590122600845,true,6.0,12.231311259923904,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6098,11.809850789610913,1.7118743657121034,false,6.0,11.042686872554498,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6099,7.273958979941284,7.479589932282124,true,6.0,7.489694529891148,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6100,11.677766242050655,6.050731836359838,false,6.0,7.135105569876343,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6101,-6.211722563167475,11.418042531750256,false,6.0,5.19132282475274,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6102,5.419964771327482,5.483580754006075,true,6.0,5.631486368397641,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6103,18.755226354786238,-13.193965423527832,false,6.0,2.9595361202890884,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6104,-13.588031356064775,9.016460648398205,false,6.0,4.9460683348273555,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6105,1.5305371008923212,10.4131599237666,false,6.0,1.2181660273324,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6106,-6.87232493490825,2.6844859071712683,false,6.0,-1.2230057832148096,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6107,-6.725694123478801,7.636435643783212,false,6.0,0.22943203657640732,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6108,1.4213470800687906,-4.060064287405319,false,6.0,1.495841589000225,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6109,2.064212832554484,2.2903748353950473,true,6.0,1.9702054300709089,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6110,0.4904741431753026,-0.10809467380679566,true,6.0,0.20141001216987764,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6111,0.8415600939613743,-2.4932853293317727,false,6.0,2.57077820359381,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6112,5.06916859287797,5.864246190655821,true,6.0,5.139672710141474,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6113,2.5511757815360347,11.048773670846867,false,6.0,3.302850760277904,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6114,1.8068261841348123,2.19754391478863,true,6.0,2.4443794193072366,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6115,1.3549979162872967,10.260602564507213,false,6.0,2.1918071662633634,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6116,1.7784789824342941,1.583320339388474,true,6.0,1.7145136509504562,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6117,0.04675991936750673,-4.945352405505637,false,6.0,5.433425201061899,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6118,-12.011539792096348,2.5813897910229544,false,6.0,3.622391633734093,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6119,-0.9662135747415169,-6.714942167266337,false,6.0,2.1225728975964104,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6120,1.2324703263256493,-3.142899586480569,false,6.0,0.5385943353398279,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6121,-8.600986794446069,-7.247744387244449,false,6.0,-1.4715578871752248,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6122,2.2520168842849286,-10.149197501009782,false,6.0,-3.564857665759118,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6123,5.09603810743394,-6.786067674927563,false,6.0,-4.209211427626203,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6124,-14.933887703564759,0.9132395808586069,false,6.0,-3.874106299177961,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6125,-6.353899905089886,-5.444854515382034,true,6.0,-5.569056584581314,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6126,-6.33362642237476,-11.302345562627064,false,6.0,-7.132487310878547,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6127,-7.2482248662358355,-12.355408468064603,false,6.0,-7.8661790870544,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6128,-9.921368094398781,-10.364707625180875,true,6.0,-10.052471838134537,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6129,-9.699189190730301,-9.787950938655253,true,6.0,-9.209198668514633,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6130,-4.589280768696387,-4.0705304453227455,false,6.0,-7.986495081308907,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6131,-4.348563687046599,-8.509615233589816,false,6.0,-8.521510238622623,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6132,1.4729854988164348,-13.08182653258025,false,6.0,-7.425595038243891,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6133,-4.741154376534562,-4.385395458479397,true,6.0,-4.374325789459916,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6134,-5.609636969823059,-1.8105915709156837,false,6.0,-5.749378804954213,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6135,-5.293858485146525,-4.227843442103113,true,6.0,-4.900971475060354,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6136,-22.623306278120147,10.06378958519089,false,6.0,-4.453812763811819,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6137,-5.440298751563559,-6.175941502494135,false,6.0,-1.9793809360180075,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6138,-1.4438176272790437,-1.7923941400314305,true,6.0,-1.8709040935052386,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6139,5.583316744715243,1.6951141030483778,false,6.0,2.3742585017307114,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6140,3.100887022543828,4.16562417873456,true,6.0,3.253612319027343,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6141,5.192694032548781,5.0493946522480595,true,6.0,5.11566947730241,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6142,12.886412660146128,11.558555516127473,false,6.0,3.954155024744491,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6143,-1.1735905972778562,3.224668070415532,false,6.0,-0.41758729922941473,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6144,6.330184791484116,1.3559359326386855,false,6.0,0.5931390683552911,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6145,-1.259739746685017,-0.8710573117485949,true,6.0,-1.3237533657268392,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6146,1.4749080723540018,-1.5373011935126017,false,6.0,-2.714479875468202,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6147,-1.7315131549379612,-2.0307890869252985,true,6.0,-2.1570317702578143,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6148,-2.570560283986231,-0.5923563630992338,false,6.0,-2.16011837438274,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6149,-1.4536875532933653,-0.9885203556281099,true,6.0,-1.6711493322870679,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6150,0.07018925305831913,1.7100894581933033,false,6.0,-0.7932181805891312,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6151,-17.721077166497796,-2.557482854199827,false,6.0,0.3118956513924269,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6152,-1.5304698143257167,-2.2042509168506057,true,6.0,-1.955119242839141,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6153,-12.014148947735281,-1.916908573855279,false,6.0,-2.7810602398682205,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6154,-6.820249293269841,-2.875269387831576,false,6.0,-2.4205203103066952,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6155,-9.880891920754273,-7.582770746144082,false,6.0,-5.583581252354791,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6156,-29.79557338382723,-18.568954042633255,false,6.0,-7.739176708574723,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6157,-6.068212825924423,-5.45169655912623,true,6.0,-5.739767632017889,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6158,7.719320034005892,-0.06451739087107239,false,6.0,-2.6442541707577356,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6159,6.396987368616426,-2.153328514721388,false,6.0,-1.5867442186653065,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6160,6.129164739645431,-0.26305992826579083,false,6.0,-6.7631060051994085,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6161,-6.341411096497907,-3.4985918188817853,false,6.0,-4.0619603340320936,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6162,-4.253586702496737,-11.945562034407757,false,6.0,-3.518235129602707,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6163,-8.045529852682213,-4.375711690169666,false,6.0,-5.911381959249283,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6164,5.374391700288245,-8.668420977521146,false,6.0,-3.491443445960225,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6165,-1.619904486503234,1.918201891863648,false,6.0,-3.857352969752015,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6166,3.0118360684975465,-3.2966293524875434,false,6.0,-7.138742344910997,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6167,-11.208373278943544,-11.855063831617423,true,6.0,-11.429760700426975,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6168,-21.33453984323725,-20.12463181710982,false,6.0,-13.711734255493523,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6169,-11.96866287734058,-21.05070617601611,false,6.0,-13.10521986279889,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6170,-17.35993915047858,-7.7938149561334065,false,6.0,-16.446556380743726,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6171,-21.539249906333925,-6.09569315849604,false,6.0,-17.121933468276705,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6172,-20.32172590851747,-20.01276931511681,true,6.0,-19.739042545736666,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6173,-18.37666216616631,-19.210185140913442,true,6.0,-19.016287376024245,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6174,-29.053755253587244,-28.696719779352264,false,6.0,-22.83352336449582,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6175,-22.552627271084962,-22.294396660098194,true,6.0,-22.56142066683282,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6176,-15.15510461386468,-11.741921614916816,false,6.0,-21.035783195472877,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6177,-29.025350358809007,-14.588747723886636,false,6.0,-22.212735850251537,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6178,-21.625076476676163,-22.742978173628977,true,6.0,-22.092280534817913,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6179,-29.323444045448714,-14.835512174786091,false,6.0,-21.371190773553955,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6180,-13.897691429739414,-13.676458100380941,false,6.0,-22.23537749808524,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6181,-25.094502091617738,-24.016603141151528,false,6.0,-20.942421591507934,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6182,-28.175755316543245,-28.33856438768354,false,6.0,-21.250040558628996,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6183,-19.774208814432537,-24.490032829639947,false,6.0,-18.87437284797511,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6184,-20.753614395679524,-21.859755560464855,true,6.0,-21.219800577229247,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6185,-22.8130032704853,-22.810990733459484,true,6.0,-22.914174877661395,0.3,2.0,0.5,1.0,-30.0,30.0,shared
6186,-19.692515137364573,-20.550018442677658,true,6.0,-20.77548317342451,0.3,2.0,0.5,1.0,-30.0,30.0,shared
